case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-11-0253,CSE-11,2024-11-23 18:40:35.775420,2024-11-23 18:40:55.184091,Valid investigation for ALT-CSE-11-00921. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00921""]"
CAS-CSE-11-0254,CSE-11,2024-12-26 06:21:13.440453,2024-12-26 06:46:18.877128,Valid investigation for ALT-CSE-11-00926. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00926""]"
CAS-CSE-11-0255,CSE-11,2024-10-11 21:52:05.688448,2024-10-11 22:58:29.551274,Valid investigation for ALT-CSE-11-00928. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00928""]"
CAS-CSE-11-0256,CSE-11,2024-10-05 20:32:40.231911,2024-10-05 21:37:38.475672,Valid investigation for ALT-CSE-11-00929. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00929""]"
CAS-CSE-11-0257,CSE-11,2024-12-17 23:40:32.512299,2024-12-18 00:44:06.625553,Valid investigation for ALT-CSE-11-00931. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00931""]"
CAS-CSE-11-0258,CSE-11,2024-10-22 03:28:48.747449,2024-10-22 03:38:10.800034,Valid investigation for ALT-CSE-11-00932. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00932""]"
CAS-CSE-11-0259,CSE-11,2024-11-25 21:42:58.514792,2024-11-25 22:31:38.210267,Valid investigation for ALT-CSE-11-00942. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00942""]"
CAS-CSE-11-0260,CSE-11,2024-10-13 06:48:44.850648,2024-10-13 07:56:14.692777,Valid investigation for ALT-CSE-11-00943. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00943""]"
CAS-CSE-11-0261,CSE-11,2024-12-20 17:22:14.419704,2024-12-20 18:09:43.007657,Valid investigation for ALT-CSE-11-00958. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00958""]"
CAS-CSE-11-0262,CSE-11,2024-12-08 17:21:11.906244,2024-12-08 18:21:50.520517,Valid investigation for ALT-CSE-11-00966. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00966""]"
CAS-CSE-11-0263,CSE-11,2024-10-09 10:50:44.804574,2024-10-09 11:35:31.909525,Valid investigation for ALT-CSE-11-00967. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00967""]"
CAS-CSE-11-0264,CSE-11,2024-12-25 20:12:41.886472,2024-12-25 20:53:06.278375,Valid investigation for ALT-CSE-11-00970. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00970""]"
CAS-CSE-11-0265,CSE-11,2024-12-08 18:15:46.181716,2024-12-08 18:53:30.659244,Valid investigation for ALT-CSE-11-00974. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00974""]"
CAS-CSE-11-0266,CSE-11,2024-11-14 23:13:48.018575,2024-11-14 23:59:58.015731,Valid investigation for ALT-CSE-11-00977. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00977""]"
CAS-CSE-11-0267,CSE-11,2024-10-25 08:49:20.131073,2024-10-25 09:30:23.437514,Valid investigation for ALT-CSE-11-00978. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00978""]"
CAS-CSE-11-0268,CSE-11,2024-11-26 09:00:42.970712,2024-11-26 09:14:24.628962,Valid investigation for ALT-CSE-11-00983. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00983""]"
CAS-CSE-11-0269,CSE-11,2024-12-10 04:57:52.161758,2024-12-10 05:09:59.271503,Valid investigation for ALT-CSE-11-00985. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00985""]"
CAS-CSE-11-0270,CSE-11,2024-10-30 16:31:46.445153,2024-10-30 16:28:39.518213,Valid investigation for ALT-CSE-11-00988. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00988""]"
CAS-CSE-11-0271,CSE-11,2024-10-16 22:53:16.072576,2024-10-16 23:37:25.221597,Valid investigation for ALT-CSE-11-00990. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00990""]"
CAS-CSE-11-0272,CSE-11,2024-12-16 18:18:37.149371,2024-12-16 19:01:30.654406,Valid investigation for ALT-CSE-11-00994. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00994""]"
CAS-CSE-11-0273,CSE-11,2024-10-05 03:32:17.936107,2024-10-05 03:18:25.877898,Valid investigation for ALT-CSE-11-00998. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00998""]"
CAS-CSE-11-0274,CSE-11,2024-11-23 16:41:15.034078,2024-11-23 17:56:14.966304,Valid investigation for ALT-CSE-11-01002. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-01002""]"
CAS-CSE-11-0275,CSE-11,2024-12-25 02:33:34.624132,2024-12-25 02:40:42.828080,Valid investigation for ALT-CSE-11-01003. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01003""]"
CAS-CSE-11-0276,CSE-11,2024-10-25 12:29:41.393802,2024-10-25 13:20:58.001085,Valid investigation for ALT-CSE-11-01008. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-01008""]"
CAS-CSE-11-0277,CSE-11,2024-11-19 10:40:37.248310,2024-11-19 12:10:49.552348,Valid investigation for ALT-CSE-11-01010. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01010""]"
CAS-CSE-11-0278,CSE-11,2024-10-15 23:01:04.136169,2024-10-15 23:45:45.267810,Valid investigation for ALT-CSE-11-01018. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-01018""]"
CAS-CSE-11-0279,CSE-11,2024-11-02 07:04:55.388695,2024-11-02 06:57:28.758539,Valid investigation for ALT-CSE-11-01019. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-01019""]"
CAS-CSE-11-0280,CSE-11,2024-12-01 09:00:48.002427,2024-12-01 09:11:31.121978,Valid investigation for ALT-CSE-11-01021. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01021""]"
CAS-CSE-11-0281,CSE-11,2024-10-10 23:19:03.546604,2024-10-10 23:57:38.646131,Valid investigation for ALT-CSE-11-01027. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-01027""]"
CAS-CSE-11-0282,CSE-11,2024-10-12 05:01:50.213272,2024-10-12 06:34:03.844748,Valid investigation for ALT-CSE-11-01028. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01028""]"
CAS-CSE-11-0283,CSE-11,2024-11-14 02:55:11.642865,2024-11-14 03:43:30.593116,Valid investigation for ALT-CSE-11-01033. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01033""]"
CAS-CSE-11-0284,CSE-11,2024-10-13 09:13:02.426187,2024-10-13 09:44:51.334719,Valid investigation for ALT-CSE-11-01037. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-01037""]"
CAS-CSE-11-0285,CSE-11,2024-12-20 23:55:00.325473,2024-12-21 00:27:18.783538,Valid investigation for ALT-CSE-11-01041. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01041""]"
CAS-CSE-11-0286,CSE-11,2024-11-13 16:45:45.621796,2024-11-13 17:17:37.005024,Valid investigation for ALT-CSE-11-01042. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01042""]"
CAS-CSE-11-0287,CSE-11,2024-12-14 14:06:23.322019,2024-12-14 14:53:46.134552,Valid investigation for ALT-CSE-11-01047. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-01047""]"
CAS-CSE-11-0288,CSE-11,2024-11-17 18:12:01.017150,2024-11-17 18:20:32.666465,Valid investigation for ALT-CSE-11-01048. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-01048""]"
CAS-CSE-11-0289,CSE-11,2024-10-24 03:38:30.615273,2024-10-24 04:14:18.227873,Valid investigation for ALT-CSE-11-01049. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01049""]"
CAS-CSE-11-0290,CSE-11,2024-11-04 06:48:15.805065,2024-11-04 07:47:31.847291,Valid investigation for ALT-CSE-11-01053. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-01053""]"
CAS-CSE-11-0291,CSE-11,2024-10-10 21:31:35.809680,2024-10-10 21:58:46.410963,Valid investigation for ALT-CSE-11-01055. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01055""]"
CAS-CSE-11-0292,CSE-11,2024-10-30 02:18:54.293915,2024-10-30 03:14:14.145960,Valid investigation for ALT-CSE-11-01058. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01058""]"
CAS-CSE-11-0293,CSE-11,2024-12-05 14:58:03.870569,2024-12-05 16:10:10.932661,Valid investigation for ALT-CSE-11-01059. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01059""]"
CAS-CSE-11-0294,CSE-11,2024-12-25 19:47:53.407172,2024-12-25 20:00:36.238538,Valid investigation for ALT-CSE-11-01063. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01063""]"
CAS-CSE-11-0295,CSE-11,2024-10-02 02:20:23.673142,2024-10-02 03:06:27.585701,Valid investigation for ALT-CSE-11-01068. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-01068""]"
CAS-CSE-11-0296,CSE-11,2024-12-22 12:27:24.659938,2024-12-22 12:59:19.607090,Valid investigation for ALT-CSE-11-01069. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-01069""]"
CAS-CSE-11-0297,CSE-11,2024-11-12 10:32:15.745848,2024-11-12 11:10:31.295439,Valid investigation for ALT-CSE-11-01070. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-01070""]"
CAS-CSE-11-0298,CSE-11,2024-11-21 03:31:22.785030,2024-11-21 03:36:41.184516,Valid investigation for ALT-CSE-11-01071. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01071""]"
CAS-CSE-11-0299,CSE-11,2024-10-24 07:13:19.631655,2024-10-24 07:39:21.245449,Valid investigation for ALT-CSE-11-01072. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-01072""]"
CAS-CSE-11-0300,CSE-11,2024-12-17 12:55:19.379675,2024-12-17 12:57:01.027201,Valid investigation for ALT-CSE-11-01077. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01077""]"
CAS-CSE-11-0301,CSE-11,2024-10-14 18:21:01.532615,2024-10-14 19:02:55.349720,Valid investigation for ALT-CSE-11-01078. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01078""]"
CAS-CSE-11-0302,CSE-11,2024-12-17 08:40:45.707759,2024-12-17 09:20:25.038071,Valid investigation for ALT-CSE-11-01080. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-01080""]"
CAS-CSE-11-0303,CSE-11,2024-10-07 08:35:06.990500,2024-10-07 09:25:05.001354,Valid investigation for ALT-CSE-11-01083. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01083""]"
CAS-CSE-11-0304,CSE-11,2024-12-14 15:04:20.267902,2024-12-14 15:41:06.402970,Valid investigation for ALT-CSE-11-01086. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-01086""]"
CAS-CSE-11-0305,CSE-11,2024-11-02 02:34:43.099403,2024-11-02 03:13:46.287189,Valid investigation for ALT-CSE-11-01088. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01088""]"
CAS-CSE-11-0306,CSE-11,2024-10-18 17:23:26.702653,2024-10-18 18:11:49.896302,Valid investigation for ALT-CSE-11-01090. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-01090""]"
CAS-CSE-11-0307,CSE-11,2024-10-05 13:10:10.774845,2024-10-05 14:00:22.448716,Valid investigation for ALT-CSE-11-01095. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-01095""]"
CAS-CSE-11-0308,CSE-11,2024-11-29 16:34:16.387107,2024-11-29 17:40:29.579936,Valid investigation for ALT-CSE-11-01097. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-01097""]"
